solver,problem,instance,gridno,cost,dualbound-0.0001,primalbound-0.0001,gap-0.0001,nit-0.0001,npieces-0.0001,cpu-0.0001
naive,transportation,transportation-10-5,148,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-5,149,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-2,15,sinabc3,38.834830582700334,38.834857209539265,6.856427664300718e-5,1,91618,1521.2217132330002
naive,transportation,transportation-10-5,150,square,112.91089578817042,112.91104036282906,0.00012804297805562548,1,149653,150.858577681
naive,transportation,transportation-10-6,151,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,152,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,153,sinabc1,193.43910264828617,193.43930675136625,0.00010551272308994387,1,170104,2590.557422196
naive,transportation,transportation-10-6,154,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,155,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,157,pardivexp,56.13502272978041,56.135081639136146,0.00010494213959694754,1,213470,1626.876058479
naive,transportation,transportation-10-6,158,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,159,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-6,160,square,89.80227524553375,89.80238763944368,0.00012515692832286473,1,149660,145.88689981800002
naive,transportation,transportation-10-7,161,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-7,162,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-7,163,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-7,164,sinabc2,257.22751018313494,257.22774688515415,9.202040684744064e-5,1,220488,2582.04724085
naive,transportation,transportation-10-7,165,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-7,167,pardivexp,48.473996216935504,48.47405926601073,0.00013006766129679127,1,213481,1006.1720861890001
naive,transportation,transportation-10-7,168,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-7,169,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-2,17,pardivexp,68.28662907970458,68.28668088419458,7.586324203828156e-5,1,53375,492.189327944
naive,transportation,transportation-10-7,170,square,87.86084542135907,87.86101696410931,0.00019524330148333867,1,149681,152.69816197100002
naive,transportation,transportation-10-8,171,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-8,172,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-8,173,sinabc1,200.39230657255032,200.39249981439133,9.643167343215978e-5,1,170124,2923.1619477550003
naive,transportation,transportation-10-8,174,sinabc2,240.5491718749216,240.5493033112336,5.464007177722137e-5,1,220498,2155.7240530930003
naive,transportation,transportation-10-8,175,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-8,177,pardivexp,56.934640428409395,56.934714223569706,0.00012961364840014135,1,213473,1336.0795195580001
naive,transportation,transportation-10-8,178,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-8,179,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-2,18,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-8,180,square,88.52111424851105,88.52122919564266,0.00012985261575256858,1,149690,155.60082535400002
naive,transportation,transportation-10-9,181,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,182,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,183,sinabc1,194.46157948387807,194.46175966918486,9.265847799351386e-5,1,170117,1355.6148678220002
naive,transportation,transportation-10-9,184,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,185,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,187,pardivexp,34.461835839991075,34.46188735161938,0.00014947419385733242,1,213500,625.211211647
naive,transportation,transportation-10-9,188,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,189,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-2,19,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-9,190,square,80.98700495123425,80.98711875561266,0.0001405215794186293,1,149700,142.91903530300002
naive,transportation,transportation-10-10,191,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,192,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,193,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,194,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,195,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,197,pardivexp,45.83345759647131,45.83351579450422,0.00012697702085765424,1,213481,1355.3571548270002
naive,transportation,transportation-10-10,198,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-10-10,199,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-1,2,cubic,183.16970149216587,183.16974285951176,2.258415895592761e-5,1,24520,483.201669921
naive,transportation,transportation-5-2,20,square,60.23384547128355,60.23388778206574,7.024414951384296e-5,1,37425,39.775442915
naive,transportation,transportation-10-10,200,square,85.18164633747406,85.18175940679197,0.00013273888528767076,1,149680,148.389917165
naive,transportation,transportation-15-1,201,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,202,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,203,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,204,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,205,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,207,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,208,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-1,209,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,21,exp,494.65925151246375,494.6595267299853,5.5637768341643445e-5,1,20911,182.18050711700002
naive,transportation,transportation-15-1,210,square,104.72862332803145,104.72884757650363,0.00021412292541006365,1,336738,343.544061026
naive,transportation,transportation-15-2,211,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,212,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,213,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,214,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,215,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,217,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,218,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-2,219,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,22,cubic,182.06157957502512,182.06167669168298,5.334272408115417e-5,1,24525,504.14917518500005
naive,transportation,transportation-15-2,220,square,107.5913984212565,107.59159913464975,0.00018655117580688012,1,336780,340.33239344500004
naive,transportation,transportation-15-3,221,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,222,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,223,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,224,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,225,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,227,pardivexp,41.868994519227975,41.869067783861354,0.00017498510775775116,1,480306,1785.508732059
naive,transportation,transportation-15-3,228,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-3,229,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,23,sinabc1,185.84689318150046,185.84704871029808,8.36864500671758e-5,1,42534,733.3960439440001
naive,transportation,transportation-15-3,230,square,81.7656414148943,81.7658117368768,0.00020830464331812404,1,336753,316.06634765200005
naive,transportation,transportation-15-4,231,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,232,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,233,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,234,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,235,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,237,pardivexp,46.10207955650401,46.102153531346254,0.0001604585395222315,1,480332,2695.793640449
naive,transportation,transportation-15-4,238,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-4,239,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,24,sinabc2,198.04838805572282,198.04852073564206,6.699364314354936e-5,1,55135,523.2449374270001
naive,transportation,transportation-15-4,240,square,77.08902234428984,77.0891886044738,0.00021567250475661674,1,336767,340.02518121500003
naive,transportation,transportation-15-5,241,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,242,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,243,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,244,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,245,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,247,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,248,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-5,249,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,25,sinabc3,55.22687031763192,55.22691780857767,8.599238855088686e-5,1,91602,2842.5372048850004
naive,transportation,transportation-15-5,250,square,178.69374210209767,178.69396036462496,0.0001221432032948269,1,336708,335.33697937700003
naive,transportation,transportation-15-6,251,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,252,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,253,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,254,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,255,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,257,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,258,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,259,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-6,260,square,88.91468568479164,88.91486121048035,0.00019740871922683335,1,336780,343.60705313600005
naive,transportation,transportation-15-7,261,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,262,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,263,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,264,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,265,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,267,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,268,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-7,269,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,27,pardivexp,100.62837411934662,100.62845310512705,7.849249193069694e-5,1,53375,674.999697583
naive,transportation,transportation-15-7,270,square,104.05488752498673,104.05507498947176,0.0001801589062873178,1,336739,346.719460202
naive,transportation,transportation-15-8,271,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,272,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,273,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,274,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,275,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,277,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,278,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,279,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,28,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-8,280,square,95.00360745017933,95.0038012225694,0.00020396277577199734,1,336726,334.24073598200005
naive,transportation,transportation-15-9,281,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,282,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,283,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,284,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,285,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,287,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,288,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,289,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-3,29,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-9,290,square,86.14442039235608,86.1445892664549,0.0001960356422343125,1,336752,338.025147258
naive,transportation,transportation-15-10,291,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,292,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,293,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,294,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,295,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,297,pardivexp,64.14295884380567,64.1430498108319,0.00014181899129032952,1,480320,2196.277926441
naive,transportation,transportation-15-10,298,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-15-10,299,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-1,3,sinabc1,-1.0e20,1.0e20,100.0,1,42520,3601.0802519380004
naive,transportation,transportation-5-3,30,square,90.26506589501037,90.26512756084377,6.831634216441934e-5,1,37425,44.570915941
naive,transportation,transportation-15-10,300,square,99.16021118159796,99.16040897094642,0.00019946403056899777,1,336767,346.14832049700004
naive,transportation,transportation-20-1,301,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,302,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,303,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,304,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,305,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,307,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,308,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-1,309,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,31,exp,501.91336886467997,501.91374389741134,7.47205542644562e-5,1,21104,170.913024087
naive,transportation,transportation-20-1,310,square,100.57351653051298,100.57382234336488,0.000304068041544371,1,598547,633.995711326
naive,transportation,transportation-20-2,311,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,312,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,313,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,314,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,315,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,317,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,318,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-2,319,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,32,cubic,205.21169235266152,205.21177221262795,3.8915879714158754e-5,1,24525,553.4049039920001
naive,transportation,transportation-20-2,320,square,111.26122728202172,111.26154122575343,0.00028216734035228937,1,598518,611.4559439310001
naive,transportation,transportation-20-3,321,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,322,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,323,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,324,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,325,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,327,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,328,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-3,329,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,33,sinabc1,195.78193106656866,195.78209385026,8.314534191347228e-5,1,42525,839.1020868850001
naive,transportation,transportation-20-3,330,square,88.7830880006932,88.78343019467417,0.0003854255013795616,1,598683,625.530246539
naive,transportation,transportation-20-4,331,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,332,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,333,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,334,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,335,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,337,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,338,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-4,339,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,34,sinabc2,184.06266586083456,184.06280313856945,7.45820081801165e-5,1,55133,359.771055546
naive,transportation,transportation-20-4,340,square,83.95547963061415,83.95575591011936,0.0003290775030489783,1,598702,664.872456942
naive,transportation,transportation-20-5,341,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,342,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,343,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,344,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,345,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,347,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,348,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-5,349,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,35,sinabc3,56.593347971840956,56.593392380924115,7.847043849283225e-5,1,91603,2656.1219892970003
naive,transportation,transportation-20-5,350,square,137.64083118438535,137.64115085388576,0.00023224849431320067,1,598490,652.041224325
naive,transportation,transportation-20-6,351,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,352,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,353,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,354,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,355,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,357,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,358,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,359,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-6,360,square,94.43726276437339,94.43773116471381,0.0004959885573771907,1,598646,643.5230492850001
naive,transportation,transportation-20-7,361,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,362,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,363,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,364,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,365,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,367,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,368,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-7,369,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,37,pardivexp,99.83462724507389,99.83470978719347,8.267877951619058e-5,1,53375,424.659165189
naive,transportation,transportation-20-7,370,square,79.79384263166033,79.79410830200409,0.00033294481186457546,1,598575,603.214852668
naive,transportation,transportation-20-8,371,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,372,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,373,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,374,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,375,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,377,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,378,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,379,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,38,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-8,380,square,126.36629690202473,126.36667941153384,0.0003026980774441979,1,598541,662.6027549070001
naive,transportation,transportation-20-9,381,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,382,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,383,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,384,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,385,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,387,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,388,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,389,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-4,39,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-9,390,square,89.45455941635234,89.45484117361829,0.0003149715121683763,1,598664,676.069830764
naive,transportation,transportation-20-10,391,exp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,392,cubic,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,393,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,394,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,395,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,397,pardivexp,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,398,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-20-10,399,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-1,4,sinabc2,152.39961387065753,152.39970532012887,6.0006330818831274e-5,1,239429,1436.294266173
naive,transportation,transportation-5-4,40,square,97.03880300890974,97.03887749379143,7.675777339691336e-5,1,37425,40.681730721
naive,transportation,transportation-20-10,400,square,165.29570317199887,165.2960496640104,0.00020961905154363633,1,598607,643.302473155
naive,transportation,transportation-5-5,41,exp,477.4657303849718,477.46588036338085,3.141133539334263e-5,1,18717,167.056145098
naive,transportation,transportation-5-5,42,cubic,192.91557085135327,192.91559123404954,1.0565603405655709e-5,1,40265,735.7541861440001
naive,transportation,transportation-5-5,43,sinabc1,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-5,44,sinabc2,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-5,45,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-5,47,pardivexp,-1.0e20,1.0e20,100.0,1,922394,3601.931844946
naive,transportation,transportation-5-5,48,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-5,49,sqrt,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-1,5,sinabc3,-1E+20,1E+20,100.0,0,1E+20,3600.01
naive,transportation,transportation-5-5,50,square,153.04194684081764,153.04204787968894,6.602033407981293e-5,1,37410,37.636859887
naive,transportation,transportation-5-6,51,exp,422.9542768307735,422.9546011914984,7.668925317032155e-5,1,21534,203.36475250100003
naive,transportation,transportation-5-6,52,cubic,181.57898378310333,181.57906858723115,4.670369139075642e-5,1,24525,545.380041942
naive,transportation,transportation-5-6,53,sinabc1,175.99330920394473,175.99345351179963,8.199614929782986e-5,1,42525,645.2782800470001
naive,transportation,transportation-5-6,54,sinabc2,175.471250930085,175.47138619769456,7.708812957021874e-5,1,55128,386.54697790600005
naive,transportation,transportation-5-6,55,sinabc3,43.043973697684734,43.04399958108377,6.013242097593654e-5,1,91620,3135.002106376
naive,transportation,transportation-5-6,57,pardivexp,73.75006668975945,73.75011769094569,6.91540404718337e-5,1,53375,344.742381677
naive,transportation,transportation-5-6,58,log,-1E+20,1E+20,100.0,0,1E+20,3600.01
