solving instance mcnd arcs c100_400_30_V_T_10 3 6 cubic
Set parameter TokenServer to value "licences.gerad.lan"
Set parameter MIPGap to value 1e-06
Set parameter FuncPieceError to value 1e-06
Set parameter Threads to value 1
Set parameter FuncPieces to value -2
Set parameter TimeLimit to value 3600
Gurobi Optimizer version 12.0.2 build v12.0.2rc0 (linux64 - "AlmaLinux 9.6 (Sage Margay)")

CPU model: Intel(R) Xeon(R) Gold 6258R CPU @ 2.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 56 physical cores, 56 logical processors, using up to 1 threads

Non-default parameters:
TimeLimit  3600
MIPGap  1e-06
Threads  1
FuncPieces  -2
FuncPieceError  1e-06

Optimize a model with 16800 rows, 13800 columns and 87100 nonzeros
Model fingerprint: 0x2c0dab09
Model has 400 function constraints treated as nonlinear
  400 POLY
Variable types: 13300 continuous, 500 integer (500 binary)
Coefficient statistics:
  Matrix range     [1e+00, 4e+04]
  Objective range  [1e+00, 1e+02]
  Bounds range     [3e+00, 1e+10]
  RHS range        [5e+00, 5e+01]
Warning: Model contains large bounds
         Consider reformulating model or setting NumericFocus parameter
         to avoid numerical issues.
Presolve removed 4809 rows and 697 columns
Presolve time: 0.55s
Presolved: 15191 rows, 13104 columns, 81391 nonzeros
Presolved model has 400 nonlinear constraint(s)

Solving non-convex MINLP

Variable types: 12712 continuous, 392 integer (392 binary)

Root simplex log...

Iteration    Objective       Primal Inf.    Dual Inf.      Time
   10686    5.5598496e+05   9.797163e+05   0.000000e+00      5s
   15706    5.8051762e+05   6.116309e+04   0.000000e+00     10s
   19446    5.9086098e+05   9.867782e+03   0.000000e+00     15s
   23006    5.9784335e+05   2.202575e+03   0.000000e+00     20s
   25167    5.9918792e+05   0.000000e+00   0.000000e+00     23s

Root relaxation: objective 5.991879e+05, 25167 iterations, 22.72 seconds (11.81 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0 599187.922    0  453          - 599187.922      -     -   23s
  2554  1610 724408.636   32  369 863337.255 714934.821  17.2%   450 2990s
  2555  1610 724461.104   32  369 863337.255 714934.821  17.2%   450 3002s
  2556  1611 731303.091   33  355 863337.255 714934.821  17.2%   453 3024s
  2557  1612 732289.808   33  371 863337.255 714934.821  17.2%   454 3039s
  2558  1612 740006.306   34  411 863337.255 714934.821  17.2%   456 3060s
  2559  1613 732216.504   34  360 863337.255 714934.821  17.2%   456 3072s
  2560  1614 737013.605   35  360 863337.255 714934.821  17.2%   458 3088s
  2561  1614 739808.150   35  359 863337.255 714934.821  17.2%   458 3098s
  2562  1615 737466.444   36  360 863337.255 714934.821  17.2%   457 3107s
  2563  1616 738921.285   36  347 863337.255 714934.821  17.2%   458 3118s
  2564  1616 737765.848   37  360 863337.255 714934.821  17.2%   457 3128s
  2565  1617 737492.180   37  360 863337.255 714934.821  17.2%   457 3137s
  2566  1618 737589.992   38  361 863337.255 714934.821  17.2%   459 3156s
  2567  1618 737468.049   38  360 863337.255 714934.821  17.2%   459 3166s
  2568  1619 737468.049   39  360 863337.255 714934.821  17.2%   461 3182s
  2569  1620 737704.816   39  360 863337.255 714934.821  17.2%   461 3191s
  2570  1620 737654.637   40  360 863337.255 714934.821  17.2%   460 3200s
  2571  1621 737468.049   40  360 863337.255 714934.821  17.2%   460 3209s
  2572  1622 737492.666   41  358 863337.255 714934.821  17.2%   462 3224s
  2573  1622 737501.715   41  360 863337.255 714934.821  17.2%   461 3233s
  2574  1623 737507.803   42  360 863337.255 714934.821  17.2%   463 3248s
  2575  1624 737509.733   42  360 863337.255 714934.821  17.2%   463 3257s
  2576  1624 737509.733   43  360 863337.255 714934.821  17.2%   464 3272s
  2577  1625 737655.584   43  360 863337.255 714934.821  17.2%   464 3281s
  2578  1626 737622.907   44  360 863337.255 714934.821  17.2%   464 3290s
  2579  1626 737509.733   44  360 863337.255 714934.821  17.2%   464 3299s
  2580  1627 737511.251   45  360 863337.255 714934.821  17.2%   464 3312s
  2581  1628 737511.713   45  360 863337.255 714934.821  17.2%   464 3321s
  2582  1628 737512.092   46  360 863337.255 714934.821  17.2%   465 3333s
  2583  1629 737512.206   46  360 863337.255 714934.821  17.2%   465 3342s
  2584  1630 737512.301   47  360 863337.255 714934.821  17.2%   466 3355s
  2585  1630 737512.330   47  360 863337.255 714934.821  17.2%   465 3364s
  2586  1631 737512.330   48  360 863337.255 714934.821  17.2%   466 3377s
  2587  1632 737599.585   48  360 863337.255 714934.821  17.2%   466 3386s
  2588  1632 737579.231   49  360 863337.255 714934.821  17.2%   466 3395s
  2589  1633 737512.330   49  360 863337.255 714934.821  17.2%   466 3404s
  2590  1634 737892.219   50  359 863337.255 714934.821  17.2%   468 3421s
  2591  1634 746599.779   50  357 863337.255 714934.821  17.2%   471 3443s
  2592  1635 737892.250   51  359 863337.255 714934.821  17.2%   471 3452s
  2593  1636 737892.243   51  359 863337.255 714934.821  17.2%   471 3461s
  2594  1636 739906.975   52  354 863337.255 714934.821  17.2%   472 3476s
  2595  1637 747320.084   52  358 863337.255 714934.821  17.2%   472 3485s
  2596  1638 741325.397   53  359 863337.255 714934.821  17.2%   474 3501s
  2597  1638 741170.226   53  346 863337.255 714934.821  17.2%   474 3511s
  2598  1639 741543.449   54  359 863337.255 714934.821  17.2%   474 3523s
  2599  1640 741246.257   54  355 863337.255 714934.821  17.2%   474 3534s
  2600  1640 741254.583   55  345 863337.255 714934.821  17.2%   475 3544s
  2601  1641 741252.672   55  346 863337.255 714934.821  17.2%   475 3554s
  2602  1642 745171.999   56  386 863337.255 714934.821  17.2%   477 3566s
  2603  1642 750726.489   56  342 863337.255 714934.821  17.2%   479 3575s
  2604  1643 745172.022   57  386 863337.255 714934.821  17.2%   478 3582s
  2605  1644 745172.020   57  386 863337.255 714934.821  17.2%   478 3590s
  2606  1644 745172.020   58  386 863337.255 714934.821  17.2%   479 3600s

Cutting planes:
  Gomory: 11
  Cover: 7
  Implied bound: 17
  Projected implied bound: 18
  Clique: 2
  MIR: 202
  Flow cover: 442
  Flow path: 3
  Relax-and-lift: 7

Explored 2607 nodes (1311622 simplex iterations) in 3600.00 seconds (1810.85 work units)
Thread count was 1 (of 56 available processors)

Solution count 3: 863337 864105 864105 

Time limit reached
Best objective 8.633372550221e+05, best bound 7.149348206104e+05, gap 17.1894%

User-callback calls 128438, time in user-callback 0.51 sec
primal_bound = 863337.2550220906, dual_bound = 714934.8206104407, gap = 17.18939308461242, time = 3600.02
